# IKS4A1 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
15785641,691,-142,710,-43,280,-363
15791098,689,-140,711,-43,280,-363
15796363,693,-138,711,-39,280,-367
15801947,693,-137,710,-39,280,-367
15807211,691,-138,711,-39,280,-367
15812477,691,-139,710,-39,280,-367
15817743,691,-137,713,-39,280,-367
15823009,690,-139,708,-39,280,-367
15828275,689,-140,712,-39,280,-367
15833542,691,-139,711,-39,280,-367
15838807,690,-140,713,-39,280,-367
15844073,692,-140,709,-39,280,-367
15849339,691,-138,712,-39,280,-367
15854606,692,-140,708,-39,280,-367
15860092,691,-137,710,-39,280,-367
15865357,693,-141,712,-39,280,-367
15870621,694,-140,709,-39,280,-367
15875888,692,-136,708,-39,280,-367
15881153,690,-140,709,-39,280,-367
15886417,691,-139,710,-39,280,-367
15891682,692,-138,711,-39,280,-367
15896947,691,-141,711,-39,280,-367
15902211,693,-139,710,-39,280,-367
15907475,691,-139,709,-39,280,-367
15912739,690,-139,709,-39,280,-367
15918004,689,-141,709,-39,280,-367
15923268,694,-139,712,-39,280,-367
15928532,691,-139,709,-39,280,-367
15933797,691,-141,709,-39,280,-367
15939062,692,-139,708,-39,280,-363
15944644,692,-139,710,-39,280,-363
15949909,693,-140,712,-39,280,-363
15955173,689,-139,710,-39,280,-363
15960657,688,-137,711,-39,280,-363
15965923,692,-138,711,-39,280,-363
15971187,692,-138,711,-39,280,-363
15976451,692,-138,709,-39,280,-363
15981715,689,-137,712,-39,280,-363
15986980,692,-140,710,-39,280,-363
15992244,691,-138,709,-39,280,-363
15997511,690,-141,709,-39,280,-363
16002776,691,-137,711,-39,280,-363
16029455,688,-139,712,-39,280,-363
16034721,691,-140,708,-39,280,-363
16039986,694,-140,711,-39,280,-363
16045250,694,-140,710,-39,280,-363
16050515,693,-141,711,-39,280,-363
16055998,691,-140,711,-39,280,-363
16061262,692,-139,709,-39,280,-363
16066528,690,-140,709,-39,280,-363
16071793,689,-140,708,-39,280,-363
16077057,690,-137,714,-35,293,-367
16082640,693,-139,711,-35,293,-367
16087905,692,-138,707,-35,293,-367
16093169,694,-141,710,-35,293,-367
16098434,690,-141,709,-35,293,-367
16103700,690,-138,706,-35,293,-367
16108967,691,-140,710,-35,293,-367
16114230,691,-136,711,-35,293,-367
16119495,693,-138,709,-35,293,-367
16124759,691,-141,711,-35,293,-367
16130024,688,-139,711,-35,293,-367
16135287,690,-138,709,-35,293,-367
16140552,691,-139,711,-35,293,-367
16145816,690,-140,711,-35,293,-367
16151081,691,-139,711,-35,293,-367
16156563,692,-141,710,-35,293,-367
16161828,690,-138,710,-35,293,-367
16167092,691,-140,710,-35,293,-367
16172356,688,-137,710,-35,293,-367
16177621,694,-140,709,-35,293,-367
16182886,693,-138,710,-35,293,-367
16188151,692,-137,709,-35,293,-367
16193415,688,-139,711,-35,293,-367
16198680,691,-142,710,-35,293,-367
16203945,692,-139,708,-35,293,-367
16209210,691,-141,710,-35,293,-367
16214474,689,-141,710,-35,293,-367
16219738,691,-139,712,-43,293,-363
16225319,691,-139,715,-43,293,-363
16230585,691,-137,710,-43,293,-363
16235850,691,-139,711,-43,293,-363
16241114,692,-138,712,-43,293,-363
16246378,691,-138,709,-43,293,-363
16251861,692,-139,712,-43,293,-363
16257126,692,-139,712,-43,293,-363
16262390,693,-140,713,-43,293,-363
16267655,689,-140,708,-43,293,-363
16272923,692,-140,711,-43,293,-363
16278187,690,-138,710,-43,293,-363
16283451,693,-140,712,-43,293,-363
16288715,690,-142,709,-43,293,-363
16293980,690,-142,708,-43,293,-363
16299244,691,-142,712,-43,293,-363
16304508,690,-138,711,-43,293,-363
16309772,692,-140,711,-43,293,-363
16315036,691,-139,713,-43,293,-363
16320300,692,-139,710,-43,293,-363
16325565,693,-141,710,-43,293,-363
16330830,691,-139,711,-43,293,-363
16336095,690,-139,710,-43,293,-363
16341359,692,-140,713,-43,293,-363
16346623,689,-137,709,-43,293,-363
16352107,691,-140,713,-43,293,-363
16357371,692,-135,711,-43,293,-363
16362636,690,-139,711,-43,280,-367
16368218,689,-139,710,-43,280,-367
16373484,691,-140,712,-43,280,-367
16378748,694,-139,707,-43,280,-367
16384013,690,-138,713,-43,280,-367
16389277,693,-137,713,-43,280,-367
16394542,693,-139,710,-43,280,-367
16399807,693,-138,709,-43,280,-367
16405071,689,-139,709,-43,280,-367
16410335,692,-140,710,-43,280,-367
16415600,693,-142,709,-43,280,-367
16420865,690,-140,710,-43,280,-367
16426130,691,-137,712,-43,280,-367
16431394,689,-140,711,-43,280,-367
16436658,690,-139,710,-43,280,-367
16441923,691,-139,708,-43,280,-367
16447187,691,-139,710,-43,280,-367
16452669,690,-139,710,-43,280,-367
16457934,688,-139,708,-43,280,-367
16463198,691,-143,711,-43,280,-367
16468462,690,-138,711,-43,280,-367
16473726,687,-139,711,-43,280,-367
16478992,693,-140,709,-43,280,-367
16484256,691,-139,709,-43,280,-367
16489521,690,-140,710,-43,280,-367
16494785,690,-138,710,-43,280,-367
16500050,692,-141,711,-43,280,-367
16505313,693,-138,711,-39,280,-367
16510896,693,-139,710,-39,280,-367
16516161,692,-139,708,-39,280,-367
16521426,690,-138,708,-39,280,-367
16526691,692,-138,711,-39,280,-367
16531957,691,-139,714,-39,280,-367
16537220,692,-140,709,-39,280,-367
16542484,689,-140,711,-39,280,-367
16547967,692,-140,711,-39,280,-367
16553231,690,-140,711,-39,280,-367
16558496,692,-137,707,-39,280,-367
16563760,691,-139,710,-39,280,-367
16569025,691,-140,710,-39,280,-367
16574289,696,-137,711,-39,280,-367
16579554,691,-138,712,-39,280,-367
16584819,690,-139,711,-39,280,-367
16590084,691,-138,711,-39,280,-367
16595348,693,-139,713,-39,280,-367
16600613,692,-141,711,-39,280,-367
16605878,691,-140,709,-39,280,-367
16611143,690,-140,712,-39,280,-367
16616407,689,-139,710,-39,280,-367
16621671,689,-140,712,-39,280,-367
16626936,691,-140,711,-39,280,-367
16632200,694,-140,711,-39,280,-367
16637464,689,-138,711,-39,280,-367
16642728,691,-138,713,-43,280,-363
16648529,692,-140,709,-43,280,-363
16653795,691,-140,708,-43,280,-363
16659059,691,-137,712,-43,280,-363
16664324,691,-141,708,-43,280,-363
16669588,692,-138,714,-43,280,-363
16674854,692,-139,710,-43,280,-363
16680119,691,-139,712,-43,280,-363
16685384,689,-137,712,-43,280,-363
16690648,692,-141,709,-43,280,-363
16695913,691,-138,708,-43,280,-363
16701177,692,-137,712,-43,280,-363
16706442,690,-141,708,-43,280,-363
16711706,690,-139,709,-43,280,-363
16716971,692,-141,710,-43,280,-363
16722237,692,-139,712,-43,280,-363
16727501,690,-139,712,-43,280,-363
16732766,690,-139,711,-43,280,-363
16738031,691,-138,711,-43,280,-363
16743514,692,-140,711,-43,280,-363
16748779,691,-136,710,-43,280,-363
16754044,692,-138,707,-43,280,-363
16759307,690,-143,710,-43,280,-363
16764573,693,-139,707,-43,280,-363
16769837,693,-139,712,-43,280,-363
16775101,690,-140,709,-43,280,-363
16780365,690,-137,708,-43,280,-363
16785631,690,-139,712,-43,288,-367
16791214,691,-140,711,-43,288,-367
16796478,690,-137,709,-43,288,-367
16801743,692,-139,711,-43,288,-367
16807008,689,-139,709,-43,288,-367
16812272,692,-137,710,-43,288,-367
16817537,691,-141,713,-43,288,-367
16822803,691,-140,711,-43,288,-367
16828261,691,-139,707,-43,288,-367
16833525,694,-139,711,-43,288,-367
16838790,692,-139,709,-43,288,-367
16844272,692,-137,709,-43,288,-367
16849537,690,-140,708,-43,288,-367
16854803,692,-140,711,-43,288,-367
16860068,692,-139,710,-43,288,-367
16865332,691,-138,710,-43,288,-367
16870597,689,-139,709,-43,288,-367
16875861,691,-137,707,-43,288,-367
16881126,691,-140,710,-43,288,-367
16886391,691,-140,709,-43,288,-367
16891656,691,-135,710,-43,288,-367
16896921,692,-139,711,-43,288,-367
16902185,690,-138,710,-43,288,-367
16907449,691,-141,708,-43,288,-367
16912714,691,-137,712,-43,288,-367
16917979,689,-141,711,-43,288,-367
16923243,691,-140,711,-43,288,-367
16928507,693,-138,710,-48,271,-367
16934089,691,-140,710,-48,271,-367
16939353,689,-139,710,-48,271,-367
16944836,689,-139,710,-48,271,-367
16950100,688,-141,710,-48,271,-367
16955363,691,-140,714,-48,271,-367
16960628,690,-140,711,-48,271,-367
16965893,691,-139,710,-48,271,-367
16971158,694,-139,709,-48,271,-367
16976422,692,-136,710,-48,271,-367
16981686,692,-141,712,-48,271,-367
16986951,688,-139,709,-48,271,-367
16992216,690,-139,709,-48,271,-367
16997480,690,-139,710,-48,271,-367
17002745,691,-140,711,-48,271,-367
17029455,691,-136,713,-48,271,-367
17034721,690,-143,709,-48,271,-367
17040204,691,-137,712,-48,271,-367
17045468,691,-140,710,-48,271,-367
17050733,693,-139,709,-48,271,-367
17055997,694,-139,710,-48,271,-367
17061261,692,-140,711,-48,271,-367
17066526,689,-138,709,-48,271,-367
17071791,690,-141,711,-35,280,-363
17077373,695,-142,711,-35,280,-363
17082638,691,-139,710,-35,280,-363
17087903,692,-138,711,-35,280,-363
17093169,692,-141,712,-35,280,-363
17098433,690,-138,713,-35,280,-363
17103697,692,-139,710,-35,280,-363
17108962,692,-139,712,-35,280,-363
17114226,691,-139,710,-35,280,-363
17119490,688,-140,709,-35,280,-363
17124754,690,-140,713,-35,280,-363
17130019,692,-140,709,-35,280,-363
17135283,693,-140,707,-35,280,-363
17140766,692,-139,708,-35,280,-363
17146031,690,-136,708,-35,280,-363
17151294,690,-139,711,-35,280,-363
17156559,690,-141,709,-35,280,-363
17161824,693,-138,712,-35,280,-363
17167088,691,-138,715,-35,280,-363
17172353,690,-136,707,-35,280,-363
17177618,691,-141,710,-35,280,-363
17182884,691,-139,711,-35,280,-363
17188148,694,-141,709,-35,280,-363
17193413,690,-136,709,-35,280,-363
17198678,690,-139,710,-35,280,-363
17203943,691,-139,710,-35,280,-363
17209207,691,-138,709,-35,275,-371
17214789,691,-140,707,-35,275,-371
17220054,691,-139,711,-35,275,-371
17225317,689,-140,707,-35,275,-371
17230582,690,-138,710,-35,275,-371
17236065,693,-139,708,-35,275,-371
17241329,690,-140,710,-35,275,-371
17246595,692,-138,708,-35,275,-371
17251861,691,-139,710,-35,275,-371
17257125,691,-139,711,-35,275,-371
17262390,691,-139,712,-35,275,-371
17267655,693,-137,710,-35,275,-371
17272920,693,-138,711,-35,275,-371
17278184,692,-137,712,-35,275,-371
17283449,690,-137,712,-35,275,-371
17288714,694,-141,709,-35,275,-371
17293979,692,-139,710,-35,275,-371
17299244,690,-141,712,-35,275,-371
17304507,691,-140,712,-35,275,-371
17309772,694,-138,709,-35,275,-371
17315036,691,-139,712,-35,275,-371
17320300,691,-140,711,-35,275,-371
17325565,691,-138,709,-35,275,-371
17330830,691,-139,708,-35,275,-371
17336314,691,-139,712,-35,275,-371
17341578,691,-141,711,-35,275,-371
17346843,691,-139,711,-35,275,-371
17352107,694,-138,707,-48,293,-367
17357689,690,-139,711,-48,293,-367
17362955,691,-139,707,-48,293,-367
17368218,694,-139,710,-48,293,-367
17373485,691,-140,711,-48,293,-367
17378750,689,-138,713,-48,293,-367
17384014,691,-138,712,-48,293,-367
17389278,691,-138,711,-48,293,-367
17394543,694,-139,710,-48,293,-367
17399807,692,-138,710,-48,293,-367
17405072,691,-138,709,-48,293,-367
17410336,691,-138,710,-48,293,-367
17415601,694,-140,710,-48,293,-367
17420867,691,-140,711,-48,293,-367
17426132,689,-137,712,-48,293,-367
17431614,693,-140,708,-48,293,-367
17436880,691,-140,711,-48,293,-367
17442144,691,-139,711,-48,293,-367
17447408,690,-137,712,-48,293,-367
17452673,692,-138,710,-48,293,-367
17457940,692,-138,711,-48,293,-367
17463204,694,-138,711,-48,293,-367
17468468,693,-140,711,-48,293,-367
17473732,692,-140,707,-48,293,-367
17478997,694,-137,711,-48,293,-367
17484261,690,-139,708,-48,293,-367
17489526,691,-140,711,-48,293,-367
17494791,691,-139,710,-56,288,-367
17500373,690,-137,712,-56,288,-367
17505638,692,-138,710,-56,288,-367
17510904,690,-138,710,-56,288,-367
17516169,692,-138,712,-56,288,-367
17521433,691,-137,711,-56,288,-367
17526698,692,-135,709,-56,288,-367
17532182,695,-137,711,-56,288,-367
17537446,691,-139,709,-56,288,-367
17542710,692,-137,710,-56,288,-367
17547975,690,-140,709,-56,288,-367
17553239,691,-139,711,-56,288,-367
17558503,692,-139,712,-56,288,-367
17563768,692,-139,713,-56,288,-367
17569033,692,-137,710,-56,288,-367
17574297,690,-139,711,-56,288,-367
17579562,692,-137,714,-56,288,-367
17584826,691,-139,711,-56,288,-367
17590091,692,-138,708,-56,288,-367
17595355,691,-138,711,-56,288,-367
17600620,693,-138,710,-56,288,-367
17605885,692,-140,710,-56,288,-367
17611151,690,-140,709,-56,288,-367
17616415,691,-140,706,-56,288,-367
17621679,693,-137,712,-56,288,-367
17626945,692,-139,712,-56,288,-367
17632427,691,-139,710,-56,288,-367
17637692,690,-138,710,-48,288,-367
17643275,691,-141,712,-48,288,-367
17648540,693,-142,709,-48,288,-367
17653804,689,-135,709,-48,288,-367
17659068,693,-139,710,-48,288,-367
17664332,692,-136,713,-48,288,-367
17669597,692,-140,710,-48,288,-367
17674862,692,-139,711,-48,288,-367
17680127,691,-140,711,-48,288,-367
17685392,690,-139,714,-48,288,-367
17690656,690,-140,711,-48,288,-367
17695921,689,-140,711,-48,288,-367
17701186,691,-140,711,-48,288,-367
17706451,691,-136,708,-48,288,-367
17711714,695,-139,710,-48,288,-367
17716981,692,-141,711,-48,288,-367
17722245,691,-140,709,-48,288,-367
17727727,691,-137,708,-48,288,-367
17732992,693,-137,712,-48,288,-367
17738255,691,-141,708,-48,288,-367
17743520,692,-138,709,-48,288,-367
17748785,693,-140,709,-48,288,-367
17754049,689,-139,708,-48,288,-367
17759313,690,-140,713,-48,288,-367
17764578,690,-139,712,-48,288,-367
17769843,691,-139,706,-48,288,-367
17775107,692,-140,711,-43,284,-371
17780689,692,-140,709,-43,284,-371
17785955,693,-140,708,-43,284,-371
17791218,691,-138,709,-43,284,-371
17796483,693,-139,712,-43,284,-371
17801747,692,-138,709,-43,284,-371
17807013,692,-139,710,-43,284,-371
17812277,692,-139,710,-43,284,-371
17817542,691,-139,708,-43,284,-371
17822807,689,-140,712,-43,284,-371
17828290,689,-138,710,-43,284,-371
17833555,691,-137,711,-43,284,-371
17838819,692,-138,711,-43,284,-371
17844084,692,-139,710,-43,284,-371
17849348,693,-139,711,-43,284,-371
17854613,689,-137,712,-43,284,-371
17859878,693,-139,711,-43,284,-371
17865336,694,-138,712,-43,284,-371
17870601,692,-138,713,-43,284,-371
17875866,690,-144,712,-43,284,-371
17881131,693,-138,710,-43,284,-371
17886395,690,-139,709,-43,284,-371
17891661,692,-139,709,-43,284,-371
17896926,691,-138,712,-43,284,-371
17902190,690,-137,711,-43,284,-371
17907454,692,-139,711,-43,284,-371
17912719,690,-140,710,-43,284,-371
17917984,691,-139,710,-52,284,-358
17923785,689,-142,710,-52,284,-358
17929052,694,-140,709,-52,284,-358
17934316,690,-141,711,-52,284,-358
17939581,692,-143,714,-52,284,-358
17944846,693,-139,714,-52,284,-358
17950110,691,-137,710,-52,284,-358
17955375,691,-138,709,-52,284,-358
17960639,693,-139,711,-52,284,-358
17965905,689,-142,710,-52,284,-358
17971169,693,-140,714,-52,284,-358
17976434,693,-141,712,-52,284,-358
17981698,691,-138,708,-52,284,-358
17986964,691,-140,712,-52,284,-358
17992227,692,-140,711,-52,284,-358
17997492,692,-138,709,-52,284,-358
18002756,692,-141,710,-52,284,-358
18029674,692,-138,713,-52,284,-358
18034939,691,-140,710,-52,284,-358
18040203,691,-138,709,-52,284,-358
18045467,692,-138,710,-52,284,-358
18050731,692,-142,711,-52,284,-358
18055996,693,-140,712,-52,284,-358
18061260,689,-138,709,-43,293,-363
18066842,689,-138,710,-43,293,-363
18072106,692,-140,710,-43,293,-363
18077371,691,-139,713,-43,293,-363
18082635,692,-138,711,-43,293,-363
18087901,692,-139,709,-43,293,-363
18093165,689,-139,709,-43,293,-363
18098429,691,-138,710,-43,293,-363
18103693,690,-141,709,-43,293,-363
18108959,693,-138,711,-43,293,-363
18114222,694,-141,710,-43,293,-363
18119705,691,-140,710,-43,293,-363
18124970,691,-137,712,-43,293,-363
18130235,693,-138,708,-43,293,-363
18135500,692,-141,712,-43,293,-363
18140764,694,-140,710,-43,293,-363
18146030,692,-140,710,-43,293,-363
18151294,691,-141,713,-43,293,-363
18156559,690,-139,711,-43,293,-363
18161823,690,-141,710,-43,293,-363
18167088,691,-139,710,-43,293,-363
18172352,689,-139,710,-43,293,-363
18177617,694,-138,709,-43,293,-363
18182882,692,-139,711,-43,293,-363
18188146,693,-137,711,-43,293,-363
18193411,690,-140,710,-43,293,-363
18198675,691,-138,707,-35,275,-363
18204259,692,-136,713,-35,275,-363
18209523,689,-139,707,-35,275,-363
18214787,694,-137,713,-35,275,-363
18220269,691,-139,711,-35,275,-363
18225534,690,-141,710,-35,275,-363
18230799,690,-137,709,-35,275,-363
18236064,692,-136,710,-35,275,-363
18241329,692,-139,707,-35,275,-363
18246594,692,-138,712,-35,275,-363
18251859,689,-138,710,-35,275,-363
18257124,691,-140,714,-35,275,-363
18262387,693,-138,710,-35,275,-363
18267652,688,-140,710,-35,275,-363
18272918,690,-138,710,-35,275,-363
18278182,690,-139,711,-35,275,-363
18283447,690,-139,711,-35,275,-363
18288711,693,-140,710,-35,275,-363
18293976,690,-139,710,-35,275,-363
18299240,691,-139,714,-35,275,-363
18304504,690,-139,710,-35,275,-363
18309769,693,-139,708,-35,275,-363
18315252,689,-139,708,-35,275,-363
18320516,692,-137,711,-35,275,-363
18325782,689,-139,711,-35,275,-363
18331046,692,-140,714,-35,275,-363
18336310,691,-140,710,-35,275,-363
18341576,689,-140,711,-39,275,-363
18347159,692,-138,711,-39,275,-363
18352424,691,-139,711,-39,275,-363
18357688,694,-140,711,-39,275,-363
18362954,690,-137,711,-39,275,-363
18368217,691,-140,711,-39,275,-363
18373482,692,-139,712,-39,275,-363
18378747,693,-140,711,-39,275,-363
18384011,689,-142,711,-39,275,-363
18389275,690,-141,708,-39,275,-363
18394540,691,-142,711,-39,275,-363
18399805,696,-139,709,-39,275,-363
18405070,689,-137,712,-39,275,-363
18410334,690,-139,710,-39,275,-363
18415816,692,-140,710,-39,275,-363
18421080,692,-138,710,-39,275,-363
18426345,691,-139,711,-39,275,-363
18431609,691,-142,709,-39,275,-363
18436875,694,-140,707,-39,275,-363
18442140,691,-139,709,-39,275,-363
18447403,690,-138,711,-39,275,-363
18452668,692,-139,709,-39,275,-363
18457932,690,-137,711,-39,275,-363
18463197,690,-139,712,-39,275,-363
18468461,691,-138,712,-39,275,-363
18473725,693,-139,710,-39,275,-363
18478989,691,-138,709,-39,275,-363
18484253,691,-140,713,-39,275,-363
18489836,692,-143,712,-39,275,-363
18495100,695,-139,714,-39,275,-363
18500363,690,-141,711,-39,275,-363
18505628,693,-139,710,-39,275,-363
18510893,692,-140,706,-39,275,-363
18516377,693,-141,710,-39,275,-363
18521641,692,-138,709,-39,275,-363
18526907,691,-138,710,-39,275,-363
18532171,691,-140,712,-39,275,-363
18537436,693,-140,711,-39,275,-363
18542700,692,-137,709,-39,275,-363
18547965,692,-139,710,-39,275,-363
18553229,693,-139,709,-39,275,-363
18558494,689,-138,710,-39,275,-363
18563758,693,-137,712,-39,275,-363
18569023,691,-137,708,-39,275,-363
18574287,693,-139,710,-39,275,-363
18579552,690,-140,711,-39,275,-363
18584816,692,-137,709,-39,275,-363
18590081,692,-138,711,-39,275,-363
18595347,689,-139,712,-39,275,-363
18600611,692,-140,709,-39,275,-363
18605875,693,-139,708,-39,275,-363
18611358,692,-140,712,-39,275,-363
18616622,693,-138,711,-39,275,-363
18621887,692,-141,711,-39,275,-363
18627152,689,-139,711,-43,280,-363
18632735,692,-138,711,-43,280,-363
18637999,691,-139,709,-43,280,-363
18643263,690,-139,710,-43,280,-363
18648528,692,-137,710,-43,280,-363
18653793,689,-139,713,-43,280,-363
18659057,689,-137,711,-43,280,-363
18664321,692,-136,710,-43,280,-363
18669588,691,-137,710,-43,280,-363
18674853,691,-139,712,-43,280,-363
18680117,692,-142,708,-43,280,-363
18685381,691,-139,711,-43,280,-363
18690645,691,-138,710,-43,280,-363
18695911,693,-139,713,-43,280,-363
18701175,690,-140,711,-43,280,-363
18706440,690,-137,712,-43,280,-363
18711924,692,-139,710,-43,280,-363
18717188,690,-137,708,-43,280,-363
18722452,692,-140,710,-43,280,-363
18727716,690,-137,713,-43,280,-363
18732981,690,-139,713,-43,280,-363
18738245,692,-139,713,-43,280,-363
18743509,695,-135,711,-43,280,-363
18748773,692,-137,711,-43,280,-363
18754039,690,-141,713,-43,280,-363
18759303,692,-138,709,-43,280,-363
18764568,691,-140,713,-48,284,-367
18770150,691,-138,711,-48,284,-367
18775415,690,-139,707,-48,284,-367
18780679,689,-141,710,-48,284,-367
18785945,692,-138,711,-48,284,-367
18791209,693,-141,710,-48,284,-367
18796473,693,-139,707,-48,284,-367
18801737,691,-140,711,-48,284,-367
18807220,689,-139,710,-48,284,-367
18812485,692,-140,710,-48,284,-367
18817750,693,-139,710,-48,284,-367
18823015,690,-139,709,-48,284,-367
18828279,689,-137,710,-48,284,-367
18833543,692,-140,712,-48,284,-367
18838807,690,-141,710,-48,284,-367
18844072,691,-139,711,-48,284,-367
18849336,691,-137,708,-48,284,-367
18854601,694,-140,710,-48,284,-367
18859867,693,-140,713,-48,284,-367
18865132,693,-140,708,-48,284,-367
18870396,690,-137,709,-48,284,-367
18875660,690,-137,712,-48,284,-367
18880927,691,-140,709,-48,284,-367
18886191,691,-139,712,-48,284,-367
18891455,692,-140,712,-48,284,-367
18896914,692,-138,711,-48,284,-367
18902179,689,-137,712,-48,284,-367
18907661,693,-140,709,-30,280,-358
18913244,691,-141,712,-30,280,-358
18918509,692,-138,710,-30,280,-358
18923772,690,-136,708,-30,280,-358
18929037,691,-138,708,-30,280,-358
18934301,692,-139,710,-30,280,-358
18939566,693,-139,710,-30,280,-358
18944831,694,-139,711,-30,280,-358
18950095,692,-140,712,-30,280,-358
18955359,694,-139,710,-30,280,-358
18960624,692,-138,708,-30,280,-358
18965889,690,-140,710,-30,280,-358
18971155,691,-139,712,-30,280,-358
18976420,693,-139,710,-30,280,-358
18981685,689,-140,711,-30,280,-358
18986950,694,-140,707,-30,280,-358
18992214,691,-139,710,-30,280,-358
18997478,691,-139,711,-30,280,-358
19002961,693,-140,707,-30,280,-358
19029455,689,-139,709,-30,280,-358
19034721,696,-140,709,-30,280,-358
19039986,691,-141,710,-30,280,-358
19045250,691,-137,712,-30,280,-358
19050515,693,-139,713,-43,284,-367
19056098,691,-138,713,-43,284,-367
19061362,692,-137,710,-43,284,-367
19066628,690,-138,712,-43,284,-367
19071893,692,-137,708,-43,284,-367
19077158,690,-139,711,-43,284,-367
19082423,692,-139,710,-43,284,-367
19087687,693,-141,710,-43,284,-367
19092952,690,-138,710,-43,284,-367
19098216,692,-138,709,-43,284,-367
19103699,691,-139,710,-43,284,-367
19108964,690,-143,713,-43,284,-367
19114228,693,-138,709,-43,284,-367
19119493,691,-142,712,-43,284,-367
19124757,690,-140,709,-43,284,-367
19130022,691,-138,712,-43,284,-367
19135286,691,-139,708,-43,284,-367
19140551,692,-139,712,-43,284,-367
19145816,694,-137,711,-43,284,-367
19151080,693,-137,709,-43,284,-367
19156345,691,-138,711,-43,284,-367
19161609,690,-137,711,-43,284,-367
19166875,691,-141,710,-43,284,-367
19172140,693,-139,709,-43,284,-367
19177404,693,-138,710,-43,284,-367
19182668,690,-140,712,-43,284,-367
19187933,690,-138,708,-30,284,-371
19193515,692,-138,708,-30,284,-371
19198999,690,-138,711,-30,284,-371
19204263,691,-137,710,-30,284,-371
19209528,690,-138,709,-30,284,-371
19214792,693,-141,707,-30,284,-371
19220056,690,-140,710,-30,284,-371
19225320,692,-138,709,-30,284,-371
19230585,690,-137,710,-30,284,-371
19235850,692,-139,712,-30,284,-371
19241114,692,-139,712,-30,284,-371
19246378,692,-139,712,-30,284,-371
19251642,692,-139,712,-30,284,-371
19256908,691,-139,711,-30,284,-371
19262172,692,-140,705,-30,284,-371
19267438,688,-141,714,-30,284,-371
19272702,692,-138,709,-30,284,-371
19277968,690,-139,714,-30,284,-371
19283231,692,-140,708,-30,284,-371
19288495,692,-140,711,-30,284,-371
19293760,690,-142,710,-30,284,-371
19299243,693,-138,711,-30,284,-371
19304507,693,-140,712,-30,284,-371
19309771,692,-138,712,-30,284,-371
19315035,691,-138,711,-30,284,-371
19320299,691,-140,711,-30,284,-371
19325565,692,-138,711,-30,284,-371
19330829,689,-139,712,-56,288,-363
19336412,692,-142,712,-56,288,-363
19341677,694,-140,709,-56,288,-363
19346942,691,-139,714,-56,288,-363
19352206,690,-139,710,-56,288,-363
19357470,687,-138,709,-56,288,-363
19362735,690,-136,708,-56,288,-363
19367999,689,-139,712,-56,288,-363
19373264,692,-138,710,-56,288,-363
19378530,693,-140,710,-56,288,-363
19383794,690,-141,711,-56,288,-363
19389059,690,-138,713,-56,288,-363
19394322,692,-137,710,-56,288,-363
19399805,688,-140,711,-56,288,-363
19405070,695,-138,708,-56,288,-363
19410334,691,-139,711,-56,288,-363
19415599,694,-139,708,-56,288,-363
19420864,692,-140,710,-56,288,-363
19426129,693,-137,711,-56,288,-363
19431393,690,-139,711,-56,288,-363
19436657,692,-139,709,-56,288,-363
19441923,692,-137,709,-56,288,-363
19447187,691,-137,711,-56,288,-363
19452451,693,-139,710,-56,288,-363
19457714,689,-137,711,-56,288,-363
19462980,691,-141,709,-56,288,-363
19468244,692,-138,709,-56,288,-363
19473507,691,-139,709,-30,288,-363
19479090,692,-138,712,-30,288,-363
19484355,689,-139,712,-30,288,-363
19489619,690,-137,712,-30,288,-363
19495103,692,-141,710,-30,288,-363
19500367,693,-138,711,-30,288,-363
19505632,690,-137,707,-30,288,-363
19510897,690,-140,709,-30,288,-363
19516162,691,-138,710,-30,288,-363
19521426,690,-137,712,-30,288,-363
19526691,693,-138,712,-30,288,-363
19531957,690,-137,710,-30,288,-363
19537220,690,-138,711,-30,288,-363
19542484,690,-138,712,-30,288,-363
19547748,690,-137,712,-30,288,-363
19553014,692,-139,711,-30,288,-363
19558278,693,-142,710,-30,288,-363
19563543,690,-143,707,-30,288,-363
19568807,693,-136,710,-30,288,-363
19574071,691,-141,710,-30,288,-363
19579336,694,-136,707,-30,288,-363
19584601,689,-138,711,-30,288,-363
19589867,691,-141,712,-30,288,-363
19595350,690,-138,711,-30,288,-363
19600615,692,-139,711,-30,288,-363
19605879,691,-140,709,-30,288,-363
19611144,691,-140,711,-30,288,-363
19616408,691,-141,710,-52,275,-367
19621991,692,-139,711,-52,275,-367
19627255,693,-138,712,-52,275,-367
19632519,690,-137,710,-52,275,-367
19637784,691,-141,710,-52,275,-367
19643049,689,-140,708,-52,275,-367
19648313,692,-139,708,-52,275,-367
19653578,689,-139,711,-52,275,-367
19658843,692,-140,711,-52,275,-367
19664107,693,-141,709,-52,275,-367
19669371,691,-139,711,-52,275,-367
19674636,692,-140,711,-52,275,-367
19679901,691,-141,710,-52,275,-367
19685166,689,-138,710,-52,275,-367
19690649,689,-142,710,-52,275,-367
19695915,691,-139,715,-52,275,-367
19701179,688,-141,710,-52,275,-367
19706444,692,-138,711,-52,275,-367
19711708,691,-142,710,-52,275,-367
19716973,693,-139,712,-52,275,-367
19722237,693,-138,711,-52,275,-367
19727501,692,-138,709,-52,275,-367
19732765,691,-138,713,-52,275,-367
19738030,691,-139,710,-52,275,-367
19743294,691,-138,710,-52,275,-367
