# IKS4A1 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
50175362,693,-138,712,-39,275,-367
50180946,693,-140,712,-39,275,-367
50186211,689,-139,710,-39,275,-367
50191475,692,-138,709,-39,275,-367
50196740,691,-139,711,-39,275,-367
50202005,692,-139,707,-39,275,-367
50207271,692,-140,708,-39,275,-367
50212536,693,-139,712,-39,275,-367
50217801,690,-143,710,-39,275,-367
50223066,690,-139,713,-39,275,-367
50228330,693,-137,710,-39,275,-367
50233595,688,-139,713,-39,275,-367
50238860,694,-140,711,-39,275,-367
50244125,691,-139,710,-39,275,-367
50249608,690,-135,711,-39,275,-367
50254873,692,-139,709,-39,275,-367
50260138,692,-136,711,-39,275,-367
50265402,689,-139,710,-39,275,-367
50270667,695,-137,710,-39,275,-367
50275932,691,-139,710,-39,275,-367
50281197,692,-139,712,-39,275,-367
50286462,689,-139,710,-39,275,-367
50291726,694,-138,707,-39,275,-367
50296990,691,-138,711,-39,275,-367
50302255,693,-138,709,-39,275,-367
50307519,691,-138,714,-39,275,-367
50312784,691,-137,710,-39,275,-367
50318049,691,-139,711,-56,288,-376
50323632,690,-138,708,-56,288,-376
50328897,692,-139,709,-56,288,-376
50334162,692,-138,708,-56,288,-376
50339427,691,-138,710,-56,288,-376
50344692,692,-140,710,-56,288,-376
50350176,690,-140,711,-56,288,-376
50355440,692,-140,710,-56,288,-376
50360705,692,-137,708,-56,288,-376
50365972,693,-140,709,-56,288,-376
50371236,692,-143,712,-56,288,-376
50376500,689,-137,709,-56,288,-376
50381765,690,-140,710,-56,288,-376
50387030,691,-138,709,-56,288,-376
50392295,691,-140,711,-56,288,-376
50397559,692,-138,712,-56,288,-376
50402824,690,-139,709,-56,288,-376
50408088,689,-139,713,-56,288,-376
50413352,692,-136,707,-56,288,-376
50418617,692,-140,713,-56,288,-376
50423883,692,-139,709,-56,288,-376
50429147,695,-141,710,-56,288,-376
50434412,692,-138,708,-56,288,-376
50439677,693,-136,711,-56,288,-376
50445161,691,-138,711,-56,288,-376
50450425,693,-141,708,-56,288,-376
50455689,690,-142,713,-43,275,-363
50461272,695,-139,711,-43,275,-363
50466537,693,-141,709,-43,275,-363
50471802,691,-140,709,-43,275,-363
50477067,692,-140,710,-43,275,-363
50482331,690,-137,711,-43,275,-363
50487597,693,-137,712,-43,275,-363
50492862,691,-138,712,-43,275,-363
50498126,693,-139,710,-43,275,-363
50503390,692,-137,709,-43,275,-363
50508655,691,-140,710,-43,275,-363
50513921,690,-137,713,-43,275,-363
50519185,690,-138,712,-43,275,-363
50524450,694,-138,710,-43,275,-363
50529714,691,-138,711,-43,275,-363
50534981,689,-138,710,-43,275,-363
50540246,690,-138,713,-43,275,-363
50545728,695,-139,710,-43,275,-363
50550993,693,-141,714,-43,275,-363
50556258,693,-139,710,-43,275,-363
50561523,690,-140,708,-43,275,-363
50566787,692,-140,712,-43,275,-363
50572052,692,-138,707,-43,275,-363
50577316,692,-139,711,-43,275,-363
50582581,691,-140,710,-43,275,-363
50587846,693,-138,709,-43,275,-363
50593111,689,-139,711,-43,275,-363
50598375,691,-139,710,-35,284,-358
50603958,690,-141,710,-35,284,-358
50609222,690,-139,712,-35,284,-358
50614487,690,-139,712,-35,284,-358
50619751,693,-141,706,-35,284,-358
50625016,693,-139,711,-35,284,-358
50630280,693,-136,710,-35,284,-358
50635545,693,-138,709,-35,284,-358
50641029,693,-138,711,-35,284,-358
50646293,687,-138,712,-35,284,-358
50651558,692,-139,707,-35,284,-358
50656823,690,-137,710,-35,284,-358
50662087,694,-139,712,-35,284,-358
50667353,691,-138,713,-35,284,-358
50672618,692,-139,711,-35,284,-358
50677884,691,-137,710,-35,284,-358
50683149,693,-137,711,-35,284,-358
50688414,691,-140,709,-35,284,-358
50693679,691,-137,711,-35,284,-358
50698945,692,-142,713,-35,284,-358
50704210,691,-141,709,-35,284,-358
50709474,692,-138,709,-35,284,-358
50714739,693,-136,710,-35,284,-358
50720004,692,-139,710,-35,284,-358
50725268,692,-139,708,-35,284,-358
50730533,691,-139,708,-35,284,-358
50735798,691,-137,708,-35,284,-358
50741281,691,-139,709,-43,280,-376
50746864,691,-139,709,-43,280,-376
50752129,691,-138,712,-43,280,-376
50757395,695,-142,711,-43,280,-376
50762660,689,-139,709,-43,280,-376
50767925,691,-139,710,-43,280,-376
50773189,691,-139,708,-43,280,-376
50778454,693,-139,711,-43,280,-376
50783719,692,-140,708,-43,280,-376
50788984,692,-140,706,-43,280,-376
50794249,690,-137,710,-43,280,-376
50799514,691,-138,713,-43,280,-376
50804779,693,-139,710,-43,280,-376
50810044,691,-139,708,-43,280,-376
50815308,689,-140,712,-43,280,-376
50820574,691,-138,709,-43,280,-376
50825839,694,-137,709,-43,280,-376
50831103,691,-138,711,-43,280,-376
50836367,691,-139,710,-43,280,-376
50841850,691,-139,710,-43,280,-376
50847114,689,-138,710,-43,280,-376
50852378,690,-136,712,-43,280,-376
50857643,691,-138,710,-43,280,-376
50862908,691,-139,709,-43,280,-376
50868173,692,-137,713,-43,280,-376
50873438,691,-141,712,-43,280,-376
50878703,693,-142,710,-43,280,-376
50883968,691,-137,711,-48,280,-363
50889550,691,-143,710,-48,280,-363
50894815,691,-138,713,-48,280,-363
50900080,692,-139,710,-48,280,-363
50905344,691,-140,714,-48,280,-363
50910609,692,-141,709,-48,280,-363
50915874,691,-139,710,-48,280,-363
50921139,690,-140,710,-48,280,-363
50926405,692,-141,711,-48,280,-363
50931670,690,-140,709,-48,280,-363
50937154,691,-138,708,-48,280,-363
50942418,692,-136,707,-48,280,-363
50947683,692,-141,711,-48,280,-363
50952948,690,-138,710,-48,280,-363
50958213,689,-137,711,-48,280,-363
50963477,690,-137,712,-48,280,-363
50968741,691,-139,707,-48,280,-363
50974007,691,-140,709,-48,280,-363
50979271,693,-140,709,-48,280,-363
50984536,692,-140,711,-48,280,-363
50989801,693,-140,712,-48,280,-363
50995065,692,-139,709,-48,280,-363
51000329,693,-135,713,-48,280,-363
51005789,692,-138,710,-35,293,-367
51032772,690,-141,709,-35,293,-367
51038255,693,-139,710,-35,293,-367
51043520,694,-140,712,-35,293,-367
51048785,695,-139,710,-35,293,-367
51054050,693,-139,709,-35,293,-367
51059316,689,-139,708,-35,293,-367
51064581,691,-141,710,-35,293,-367
51069846,689,-141,712,-35,293,-367
51075110,691,-142,708,-35,293,-367
51080374,692,-139,710,-35,293,-367
51085639,690,-139,711,-35,293,-367
51090904,690,-137,708,-35,293,-367
51096169,690,-141,708,-35,293,-367
51101434,688,-141,713,-35,293,-367
51106700,689,-139,710,-35,293,-367
51111965,692,-138,709,-35,293,-367
51117229,692,-140,708,-35,293,-367
51122494,691,-139,708,-35,293,-367
51127759,691,-138,714,-35,293,-367
51133242,691,-139,710,-35,293,-367
51138506,690,-138,711,-35,293,-367
51143771,691,-137,710,-35,293,-367
51149035,693,-142,710,-35,293,-367
51154299,690,-138,710,-35,293,-367
51159564,694,-141,710,-35,293,-367
51164831,692,-139,712,-39,275,-367
51170414,691,-142,710,-39,275,-367
51175679,690,-141,710,-39,275,-367
51180944,690,-138,711,-39,275,-367
51186209,691,-139,709,-39,275,-367
51191473,691,-140,710,-39,275,-367
51196737,692,-136,711,-39,275,-367
51202002,693,-139,712,-39,275,-367
51207266,693,-140,711,-39,275,-367
51212531,692,-139,711,-39,275,-367
51217796,696,-138,711,-39,275,-367
51223060,694,-138,709,-39,275,-367
51228324,690,-139,711,-39,275,-367
51233807,690,-137,711,-39,275,-367
51239072,690,-140,710,-39,275,-367
51244336,691,-140,709,-39,275,-367
51249601,691,-140,709,-39,275,-367
51254867,691,-138,711,-39,275,-367
51260132,693,-138,711,-39,275,-367
51265396,692,-142,708,-39,275,-367
51270660,691,-142,708,-39,275,-367
51275926,692,-139,709,-39,275,-367
51281190,692,-138,710,-39,275,-367
51286454,693,-139,708,-39,275,-367
51291718,693,-139,711,-39,275,-367
51296984,692,-138,710,-39,275,-367
51302248,689,-139,710,-39,275,-367
51307513,692,-136,708,-43,280,-367
51313097,691,-138,712,-43,280,-367
51318362,691,-139,711,-43,280,-367
51323627,689,-138,707,-43,280,-367
51329110,690,-139,709,-43,280,-367
51334374,689,-140,709,-43,280,-367
51339639,691,-140,710,-43,280,-367
51344905,691,-139,711,-43,280,-367
51350170,690,-139,708,-43,280,-367
51355435,690,-138,709,-43,280,-367
51360699,692,-137,709,-43,280,-367
51365964,691,-137,710,-43,280,-367
51371228,693,-140,712,-43,280,-367
51376492,689,-140,707,-43,280,-367
51381756,692,-139,709,-43,280,-367
51387022,690,-139,710,-43,280,-367
51392286,693,-139,707,-43,280,-367
51397552,690,-139,711,-43,280,-367
51402817,690,-141,709,-43,280,-367
51408082,690,-136,710,-43,280,-367
51413347,693,-139,710,-43,280,-367
51418612,691,-138,710,-43,280,-367
51423878,691,-137,710,-43,280,-367
51429361,695,-138,710,-43,280,-367
51434626,693,-141,711,-43,280,-367
51439893,692,-140,713,-43,280,-367
51445157,692,-141,708,-30,275,-363
51450740,689,-141,711,-30,275,-363
51456005,691,-140,712,-30,275,-363
51461269,692,-139,712,-30,275,-363
51466533,692,-138,711,-30,275,-363
51471798,691,-141,710,-30,275,-363
51477063,690,-140,712,-30,275,-363
51482327,692,-139,710,-30,275,-363
51487592,693,-138,711,-30,275,-363
51492858,690,-139,708,-30,275,-363
51498122,688,-139,709,-30,275,-363
51503387,691,-139,708,-30,275,-363
51508652,689,-137,712,-30,275,-363
51513918,693,-140,708,-30,275,-363
51519183,691,-139,711,-30,275,-363
51524666,691,-140,710,-30,275,-363
51529931,691,-139,712,-30,275,-363
51535195,690,-136,708,-30,275,-363
51540460,692,-138,711,-30,275,-363
51545724,692,-138,710,-30,275,-363
51550989,690,-140,712,-30,275,-363
51556253,692,-139,713,-30,275,-363
51561518,694,-140,712,-30,275,-363
51566783,691,-138,711,-30,275,-363
51572048,688,-140,711,-30,275,-363
51577313,689,-137,709,-30,275,-363
51582578,694,-138,708,-30,275,-363
51587843,693,-141,711,-43,288,-367
51593425,692,-136,706,-43,288,-367
51598690,689,-141,708,-43,288,-367
51603956,691,-138,711,-43,288,-367
51609219,689,-137,710,-43,288,-367
51614484,694,-138,709,-43,288,-367
51619750,693,-137,709,-43,288,-367
51625234,692,-138,710,-43,288,-367
51630499,693,-139,711,-43,288,-367
51635763,692,-140,714,-43,288,-367
51641028,692,-139,711,-43,288,-367
51646292,691,-139,709,-43,288,-367
51651558,691,-138,710,-43,288,-367
51656822,690,-140,710,-43,288,-367
51662087,692,-139,711,-43,288,-367
51667352,691,-140,710,-43,288,-367
51672617,690,-138,710,-43,288,-367
51677883,691,-140,711,-43,288,-367
51683147,692,-139,711,-43,288,-367
51688412,691,-140,715,-43,288,-367
51693677,690,-139,714,-43,288,-367
51698942,692,-137,709,-43,288,-367
51704207,693,-138,707,-43,288,-367
51709471,690,-138,710,-43,288,-367
51714737,692,-138,712,-43,288,-367
51720002,695,-140,708,-43,288,-367
51725484,691,-139,712,-43,288,-367
51730749,693,-139,710,-30,284,-363
51736331,690,-137,709,-30,284,-363
51741596,691,-139,711,-30,284,-363
51746861,692,-140,710,-30,284,-363
51752126,693,-138,710,-30,284,-363
51757390,691,-140,710,-30,284,-363
51762655,690,-138,709,-30,284,-363
51767921,691,-139,709,-30,284,-363
51773185,693,-137,710,-30,284,-363
51778450,692,-140,710,-30,284,-363
51783714,691,-137,707,-30,284,-363
51788979,692,-140,711,-30,284,-363
51794243,691,-135,708,-30,284,-363
51799507,688,-137,710,-30,284,-363
51804771,690,-138,709,-30,284,-363
51810035,691,-137,710,-30,284,-363
51815299,688,-139,711,-30,284,-363
51820782,690,-140,709,-30,284,-363
51826046,691,-142,711,-30,284,-363
51831311,691,-141,711,-30,284,-363
51836576,692,-140,712,-30,284,-363
51841842,689,-140,708,-30,284,-363
51847106,692,-139,712,-30,284,-363
51852371,690,-140,710,-30,284,-363
51857636,690,-137,711,-30,284,-363
51862902,692,-138,713,-30,284,-363
51868166,693,-139,706,-30,284,-363
51873430,690,-139,710,-39,275,-363
51879013,691,-140,709,-39,275,-363
51884277,690,-139,709,-39,275,-363
51889542,693,-138,709,-39,275,-363
51894807,694,-137,710,-39,275,-363
51900072,691,-139,713,-39,275,-363
51905336,689,-139,711,-39,275,-363
51910601,690,-139,710,-39,275,-363
51915867,693,-140,709,-39,275,-363
51921350,691,-141,709,-39,275,-363
51926615,689,-138,711,-39,275,-363
51931880,692,-140,709,-39,275,-363
51937145,690,-138,709,-39,275,-363
51942411,693,-137,711,-39,275,-363
51947676,691,-142,711,-39,275,-363
51952941,690,-139,708,-39,275,-363
51958205,690,-142,709,-39,275,-363
51963470,694,-139,713,-39,275,-363
51968735,692,-138,710,-39,275,-363
51974000,690,-139,712,-39,275,-363
51979264,691,-138,709,-39,275,-363
51984528,691,-136,712,-39,275,-363
51989793,691,-139,708,-39,275,-363
51995058,692,-138,712,-39,275,-363
52000322,692,-140,712,-39,275,-363
52005587,693,-141,710,-56,275,-367
52032991,693,-137,709,-56,275,-367
52038256,692,-139,711,-56,275,-367
52043714,691,-140,709,-56,275,-367
52048979,690,-139,710,-56,275,-367
52054244,692,-137,708,-56,275,-367
52059508,693,-139,709,-56,275,-367
52064772,693,-140,709,-56,275,-367
52070037,692,-139,711,-56,275,-367
52075301,693,-141,708,-56,275,-367
52080566,690,-139,710,-56,275,-367
52085830,691,-136,707,-56,275,-367
52091095,691,-139,711,-56,275,-367
52096359,690,-140,711,-56,275,-367
52101624,693,-139,712,-56,275,-367
52106890,690,-137,709,-56,275,-367
52112154,692,-139,710,-56,275,-367
52117638,693,-139,709,-56,275,-367
52122903,691,-139,712,-56,275,-367
52128168,692,-139,712,-56,275,-367
52133433,691,-139,713,-56,275,-367
52138697,693,-139,710,-56,275,-367
52143964,693,-141,711,-56,275,-367
52149227,692,-141,712,-56,275,-367
52154492,690,-137,708,-39,288,-363
52160074,690,-140,711,-39,288,-363
52165339,691,-138,712,-39,288,-363
52170604,692,-137,712,-39,288,-363
52175869,693,-139,713,-39,288,-363
52181134,691,-138,709,-39,288,-363
52186398,691,-139,711,-39,288,-363
52191662,694,-139,712,-39,288,-363
52196928,691,-139,708,-39,288,-363
52202192,693,-139,709,-39,288,-363
52207456,692,-137,710,-39,288,-363
52212940,692,-141,711,-39,288,-363
52218204,691,-139,708,-39,288,-363
52223468,690,-139,709,-39,288,-363
52228733,691,-138,710,-39,288,-363
52233998,694,-141,711,-39,288,-363
52239262,691,-139,708,-39,288,-363
52244527,691,-140,710,-39,288,-363
52249792,691,-137,710,-39,288,-363
52255057,690,-137,709,-39,288,-363
52260321,695,-137,709,-39,288,-363
52265586,693,-138,712,-39,288,-363
52270851,691,-139,713,-39,288,-363
52276115,692,-138,712,-39,288,-363
52281380,692,-140,710,-39,288,-363
52286645,693,-139,710,-39,288,-363
52291911,691,-140,710,-39,288,-363
52297175,690,-137,709,-52,288,-367
52302757,690,-138,710,-52,288,-367
52308021,691,-138,711,-52,288,-367
52313505,694,-140,711,-52,288,-367
52318770,687,-139,709,-52,288,-367
52324034,692,-142,711,-52,288,-367
52329299,689,-140,715,-52,288,-367
52334563,692,-138,711,-52,288,-367
52339828,690,-139,710,-52,288,-367
52345093,694,-139,708,-52,288,-367
52350358,693,-139,712,-52,288,-367
52355622,692,-142,711,-52,288,-367
52360888,692,-139,710,-52,288,-367
52366152,692,-139,709,-52,288,-367
52371417,692,-139,711,-52,288,-367
52376682,691,-137,708,-52,288,-367
52381947,690,-140,710,-52,288,-367
52387211,691,-139,711,-52,288,-367
52392476,692,-138,710,-52,288,-367
52397740,693,-140,710,-52,288,-367
52403004,693,-138,710,-52,288,-367
52408487,692,-138,709,-52,288,-367
52413752,692,-142,709,-52,288,-367
52419016,690,-136,713,-52,288,-367
52424281,690,-137,709,-52,288,-367
52429546,691,-138,709,-52,288,-367
52434810,691,-139,711,-52,288,-367
52440075,690,-138,711,-35,284,-371
52445657,690,-138,712,-35,284,-371
52450923,692,-139,711,-35,284,-371
52456188,694,-139,712,-35,284,-371
52461452,693,-138,706,-35,284,-371
52466717,689,-138,713,-35,284,-371
52471981,694,-138,712,-35,284,-371
52477246,690,-138,712,-35,284,-371
52482511,693,-139,711,-35,284,-371
52487775,692,-141,708,-35,284,-371
52493040,692,-139,711,-35,284,-371
52498304,694,-139,709,-35,284,-371
52503570,691,-142,708,-35,284,-371
52509054,690,-139,709,-35,284,-371
52514317,692,-140,713,-35,284,-371
52519583,691,-138,710,-35,284,-371
52524848,692,-139,710,-35,284,-371
52530113,693,-141,709,-35,284,-371
52535377,691,-136,709,-35,284,-371
52540642,692,-141,708,-35,284,-371
52545909,693,-138,710,-35,284,-371
52551175,692,-139,708,-35,284,-371
52556439,691,-140,710,-35,284,-371
52561704,691,-138,713,-35,284,-371
52566969,689,-140,712,-35,284,-371
52572233,691,-141,709,-35,284,-371
52577498,691,-141,711,-43,288,-371
52583081,690,-137,712,-43,288,-371
52588345,692,-137,710,-43,288,-371
52593610,692,-139,709,-43,288,-371
52598875,688,-138,711,-43,288,-371
52604358,691,-137,711,-43,288,-371
52609623,689,-138,711,-43,288,-371
52614889,689,-139,711,-43,288,-371
52620153,692,-139,711,-43,288,-371
52625418,690,-141,711,-43,288,-371
52630682,693,-140,711,-43,288,-371
52635948,692,-137,712,-43,288,-371
52641212,691,-138,710,-43,288,-371
52646477,693,-135,709,-43,288,-371
52651741,692,-139,708,-43,288,-371
52657008,692,-141,709,-43,288,-371
52662272,691,-139,709,-43,288,-371
52667537,691,-137,708,-43,288,-371
52672801,691,-137,708,-43,288,-371
52678066,692,-137,705,-43,288,-371
52683330,693,-137,710,-43,288,-371
52688596,692,-137,710,-43,288,-371
52693860,691,-137,714,-43,288,-371
52699125,692,-139,707,-43,288,-371
52704609,692,-141,710,-43,288,-371
52709874,692,-140,709,-43,288,-371
52715139,691,-137,709,-43,288,-371
52720403,691,-135,706,-21,288,-363
52725986,690,-137,708,-21,288,-363
52731250,693,-140,712,-21,288,-363
52736515,691,-140,711,-21,288,-363
52741780,690,-139,711,-21,288,-363
52747045,692,-138,711,-21,288,-363
52752309,690,-138,710,-21,288,-363
52757575,690,-140,709,-21,288,-363
52762840,692,-139,709,-21,288,-363
52768104,690,-138,712,-21,288,-363
52773368,693,-139,709,-21,288,-363
52778633,690,-139,711,-21,288,-363
52783899,690,-138,707,-21,288,-363
52789164,691,-142,708,-21,288,-363
52794428,689,-139,711,-21,288,-363
52799693,692,-139,710,-21,288,-363
52805177,693,-139,707,-21,288,-363
52810442,692,-140,708,-21,288,-363
52815706,691,-139,710,-21,288,-363
52820971,693,-140,710,-21,288,-363
52826236,694,-141,708,-21,288,-363
52831500,690,-138,711,-21,288,-363
52836765,691,-140,711,-21,288,-363
52842030,693,-141,711,-21,288,-363
52847293,691,-138,713,-21,288,-363
52852559,692,-140,707,-21,288,-363
52857823,693,-141,708,-21,288,-363
52863088,692,-140,713,-39,280,-363
52868670,691,-140,713,-39,280,-363
52873936,693,-139,709,-39,280,-363
52879200,692,-139,713,-39,280,-363
52884464,689,-139,710,-39,280,-363
52889728,694,-137,711,-39,280,-363
52894994,690,-137,712,-39,280,-363
52900477,690,-140,708,-39,280,-363
52905742,691,-140,709,-39,280,-363
52911007,692,-139,708,-39,280,-363
52916271,693,-139,712,-39,280,-363
52921536,693,-137,710,-39,280,-363
52926801,690,-141,712,-39,280,-363
52932066,693,-140,710,-39,280,-363
52937330,692,-138,710,-39,280,-363
52942595,690,-139,711,-39,280,-363
52947860,691,-138,708,-39,280,-363
52953125,692,-141,709,-39,280,-363
52958389,691,-141,708,-39,280,-363
52963654,691,-139,710,-39,280,-363
52968920,692,-140,711,-39,280,-363
52974185,693,-138,711,-39,280,-363
52979449,690,-139,711,-39,280,-363
52984713,691,-143,710,-39,280,-363
52989979,694,-138,711,-39,280,-363
52995243,694,-142,709,-39,280,-363
53000726,692,-141,708,-43,275,-371
53006309,690,-141,708,-43,275,-371
53033455,691,-137,711,-43,275,-371
53038721,690,-137,709,-43,275,-371
53043986,688,-139,712,-43,275,-371
53049250,691,-139,709,-43,275,-371
53054515,693,-137,711,-43,275,-371
53059780,691,-138,709,-43,275,-371
53065045,694,-139,709,-43,275,-371
53070310,691,-140,711,-43,275,-371
53075768,691,-140,710,-43,275,-371
53081034,693,-142,710,-43,275,-371
53086297,691,-137,712,-43,275,-371
53091562,692,-137,709,-43,275,-371
53097046,694,-139,709,-43,275,-371
53102310,691,-139,708,-43,275,-371
53107575,692,-140,709,-43,275,-371
53112840,691,-138,710,-43,275,-371
53118105,689,-138,710,-43,275,-371
53123369,692,-141,711,-43,275,-371
53128633,692,-140,708,-43,275,-371
53133899,691,-141,710,-43,275,-371
53139164,691,-137,712,-43,275,-371
53144429,692,-140,709,-39,280,-363
53150011,689,-139,710,-39,280,-363
53155276,692,-140,709,-39,280,-363
53160541,691,-137,712,-39,280,-363
53165805,691,-139,711,-39,280,-363
53171071,688,-141,708,-39,280,-363
53176335,690,-136,712,-39,280,-363
53181600,694,-137,712,-39,280,-363
53186866,690,-137,710,-39,280,-363
53192130,690,-139,709,-39,280,-363
53197614,691,-138,710,-39,280,-363
53202879,691,-140,713,-39,280,-363
53208144,692,-138,711,-39,280,-363
53213409,693,-139,711,-39,280,-363
53218674,692,-139,710,-39,280,-363
53223940,694,-138,709,-39,280,-363
53229204,691,-136,711,-39,280,-363
53234468,693,-138,710,-39,280,-363
53239733,693,-141,708,-39,280,-363
53244998,691,-141,712,-39,280,-363
53250262,690,-138,709,-39,280,-363
53255526,690,-140,708,-39,280,-363
53260792,691,-138,710,-39,280,-363
53266057,691,-139,707,-39,280,-363
53271320,693,-141,710,-39,280,-363
53276587,692,-137,710,-39,280,-363
53281851,690,-140,709,-39,280,-363
53287116,692,-138,710,-39,293,-358
53292917,693,-138,709,-39,293,-358
53298183,688,-140,710,-39,293,-358
53303447,691,-140,708,-39,293,-358
53308711,692,-139,711,-39,293,-358
53313977,692,-138,711,-39,293,-358
53319241,693,-139,710,-39,293,-358
53324505,690,-140,711,-39,293,-358
53329769,692,-137,711,-39,293,-358
53335034,691,-139,710,-39,293,-358
53340299,691,-140,711,-39,293,-358
53345563,690,-141,711,-39,293,-358
53350828,692,-136,710,-39,293,-358
53356093,691,-139,711,-39,293,-358
53361357,691,-137,709,-39,293,-358
53366622,694,-142,711,-39,293,-358
53371888,692,-137,710,-39,293,-358
53377153,691,-139,712,-39,293,-358
53382417,691,-138,711,-39,293,-358
53387682,692,-140,710,-39,293,-358
53393166,691,-140,712,-39,293,-358
53398430,692,-138,707,-39,293,-358
53403695,689,-140,711,-39,293,-358
53408960,691,-139,709,-39,293,-358
53414224,691,-139,711,-39,293,-358
53419488,692,-137,711,-39,293,-358
53424753,690,-139,709,-56,284,-367
53430335,691,-137,712,-56,284,-367
53435601,691,-139,709,-56,284,-367
53440866,692,-138,712,-56,284,-367
53446131,692,-139,711,-56,284,-367
53451395,693,-139,709,-56,284,-367
53456660,693,-141,712,-56,284,-367
53461925,691,-141,711,-56,284,-367
53467189,693,-138,710,-56,284,-367
53472454,688,-136,713,-56,284,-367
53477719,689,-140,708,-56,284,-367
53482985,693,-140,710,-56,284,-367
53488468,691,-137,710,-56,284,-367
53493733,690,-139,709,-56,284,-367
53498997,691,-139,712,-56,284,-367
53504261,693,-140,712,-56,284,-367
53509526,691,-139,709,-56,284,-367
53514791,693,-138,709,-56,284,-367
53520056,692,-139,709,-56,284,-367
53525320,692,-143,708,-56,284,-367
53530585,690,-140,711,-56,284,-367
53535850,692,-141,711,-56,284,-367
53541115,693,-138,710,-56,284,-367
53546380,694,-139,708,-56,284,-367
53551645,690,-141,712,-56,284,-367
53556911,691,-142,713,-56,284,-367
53562176,690,-139,707,-56,284,-367
53567441,691,-142,708,-35,288,-376
53573023,694,-136,709,-35,288,-376
53578288,691,-138,711,-35,288,-376
53583554,692,-141,711,-35,288,-376
53589037,693,-138,710,-35,288,-376
53594301,688,-138,711,-35,288,-376
53599566,691,-137,710,-35,288,-376
53604831,690,-138,709,-35,288,-376
53610095,689,-136,710,-35,288,-376
53615361,689,-137,708,-35,288,-376
53620626,690,-139,709,-35,288,-376
53625892,692,-140,710,-35,288,-376
53631156,692,-139,709,-35,288,-376
53636421,691,-139,709,-35,288,-376
53641685,691,-142,712,-35,288,-376
53646950,689,-138,710,-35,288,-376
53652214,692,-139,708,-35,288,-376
53657478,691,-140,709,-35,288,-376
53662742,692,-137,709,-35,288,-376
53668008,692,-139,710,-35,288,-376
53673272,691,-138,710,-35,288,-376
53678537,693,-138,707,-35,288,-376
53684020,691,-138,710,-35,288,-376
53689285,690,-138,709,-35,288,-376
53694551,690,-139,709,-35,288,-376
53699816,690,-137,712,-35,288,-376
53705081,691,-137,707,-35,288,-376
53710345,689,-140,707,-35,280,-371
53715927,690,-142,710,-35,280,-371
53721192,693,-138,711,-35,280,-371
53726456,693,-140,712,-35,280,-371
53731720,691,-139,709,-35,280,-371
53736985,689,-138,712,-35,280,-371
53742249,692,-135,712,-35,280,-371
53747514,692,-139,709,-35,280,-371
53752779,692,-139,712,-35,280,-371
53758044,693,-140,709,-35,280,-371
53763308,691,-140,711,-35,280,-371
53768573,691,-137,710,-35,280,-371
53773838,689,-140,710,-35,280,-371
53779103,690,-139,712,-35,280,-371
53784586,693,-140,711,-35,280,-371
53789851,690,-136,711,-35,280,-371
53795116,691,-138,709,-35,280,-371
53800381,695,-140,708,-35,280,-371
53805646,691,-140,710,-35,280,-371
53810912,691,-139,712,-35,280,-371
53816177,691,-139,711,-35,280,-371
53821441,694,-138,712,-35,280,-371
53826706,692,-139,710,-35,280,-371
53831971,690,-140,708,-35,280,-371
53837236,693,-140,711,-35,280,-371
53842500,691,-139,712,-35,280,-371
53847765,691,-139,711,-35,280,-371
53853030,694,-139,711,-43,284,-363
53858612,691,-139,711,-43,284,-363
53863877,692,-138,711,-43,284,-363
53869142,690,-135,709,-43,284,-363
53874405,691,-138,709,-43,284,-363
53879889,689,-139,709,-43,284,-363
53885154,692,-138,710,-43,284,-363
53890419,694,-136,711,-43,284,-363
53895683,691,-140,710,-43,284,-363
53900949,693,-137,711,-43,284,-363
53906213,692,-140,711,-43,284,-363
53911477,690,-141,712,-43,284,-363
53916742,691,-136,708,-43,284,-363
53922007,689,-140,710,-43,284,-363
53927271,692,-137,709,-43,284,-363
53932536,693,-140,710,-43,284,-363
53937801,692,-139,711,-43,284,-363
53943067,691,-139,711,-43,284,-363
53948331,695,-141,712,-43,284,-363
53953596,691,-139,710,-43,284,-363
53958861,690,-140,709,-43,284,-363
53964126,693,-141,711,-43,284,-363
53969390,691,-139,708,-43,284,-363
53974655,691,-140,711,-43,284,-363
53980139,690,-140,709,-43,284,-363
53985403,693,-139,710,-43,284,-363
53990668,694,-140,710,-48,293,-363
53996251,692,-140,709,-48,293,-363
54001517,694,-137,710,-48,293,-363
54006782,692,-139,707,-48,293,-363
54033455,692,-139,706,-48,293,-363
54038721,689,-137,709,-48,293,-363
54043986,692,-141,708,-48,293,-363
54049250,692,-139,708,-48,293,-363
54054515,691,-140,710,-48,293,-363
54059779,691,-138,710,-48,293,-363
54065044,692,-140,713,-48,293,-363
54070308,693,-138,708,-48,293,-363
54075574,693,-141,712,-48,293,-363
54081058,694,-141,710,-48,293,-363
54086322,694,-140,710,-48,293,-363
54091586,689,-139,710,-48,293,-363
54096851,691,-138,708,-48,293,-363
54102117,690,-140,709,-48,293,-363
54107381,690,-137,708,-48,293,-363
54112840,690,-138,710,-48,293,-363
54118104,693,-139,710,-48,293,-363
54123368,690,-140,712,-48,293,-363
54128633,691,-138,711,-48,293,-363
54133899,694,-139,710,-43,275,-363
